N,P,K,temperature,humidity,ph,rainfall,NPK_sum,N_to_P_ratio,temp_humidity_interaction,label
18.0,28.1,10.5,30.45,28.2,7.57,73.1,56.6,0.6406,8.5869,mothbeans
13.8,23.7,11.7,38.95,39.71,7.31,67.6,49.2,0.5823,15.467,mothbeans
15.6,27.8,15.5,33.72,43.95,7.37,57.2,58.9,0.5612,14.8199,mothbeans
15.6,34.3,18.8,33.36,40.33,6.55,80.9,68.7,0.4548,13.4541,mothbeans
15.8,14.3,17.0,31.49,53.47,7.6,56.8,47.1,1.1049,16.8377,mothbeans
14.9,21.5,23.9,31.73,47.74,7.36,60.5,60.3,0.693,15.1479,mothbeans
17.0,24.0,12.1,30.95,39.93,8.21,60.3,53.1,0.7083,12.3583,mothbeans
11.8,32.3,15.0,30.79,42.17,6.93,46.0,59.1,0.3653,12.9841,mothbeans
20.6,16.8,24.1,34.12,42.96,6.5,61.2,61.5,1.2262,14.658,mothbeans
14.1,34.7,18.5,28.26,44.03,7.71,81.0,67.3,0.4063,12.4429,mothbeans
9.8,25.7,21.5,27.7,21.74,7.57,66.7,57.0,0.3813,6.022,mothbeans
15.8,24.5,26.2,27.51,36.98,6.9,60.5,66.5,0.6449,10.1732,mothbeans
11.6,24.0,15.2,40.18,25.16,6.64,57.6,50.8,0.4833,10.1093,mothbeans
17.7,22.8,17.6,34.12,52.78,8.17,65.0,58.1,0.7763,18.0085,mothbeans
23.8,30.2,16.9,33.22,39.39,8.11,71.2,70.9,0.7881,13.0854,mothbeans
11.9,19.7,10.2,27.77,38.07,6.16,69.1,41.8,0.6041,10.572,mothbeans
16.3,26.7,16.8,34.49,48.97,7.17,55.0,59.8,0.6105,16.8898,mothbeans
8.0,23.1,21.5,31.53,44.22,8.23,64.9,52.6,0.3463,13.9426,mothbeans
16.8,21.2,20.2,32.86,28.71,7.16,67.2,58.2,0.7925,9.4341,mothbeans
11.5,37.9,20.5,28.09,39.29,7.15,44.9,69.9,0.3034,11.0366,mothbeans
12.5,27.1,16.5,32.64,36.65,7.26,62.5,56.1,0.4613,11.9626,mothbeans
10.6,28.1,15.4,30.3,22.55,6.84,27.6,54.1,0.3772,6.8327,mothbeans
17.9,30.7,23.1,28.94,33.1,6.55,67.2,71.7,0.5831,9.5791,mothbeans
19.0,17.9,16.0,34.94,38.16,7.93,69.9,52.9,1.0615,13.3331,mothbeans
15.1,33.8,19.2,25.85,38.85,6.48,71.2,68.1,0.4467,10.0427,mothbeans
11.5,12.5,18.7,34.26,25.18,7.52,54.1,42.7,0.92,8.6267,mothbeans
21.4,21.2,23.8,34.74,51.52,7.84,64.6,66.4,1.0094,17.898,mothbeans
12.0,22.7,21.9,28.48,38.98,6.67,81.4,56.6,0.5286,11.1015,mothbeans
6.4,27.9,12.8,28.72,40.38,6.94,81.2,47.1,0.2294,11.5971,mothbeans
16.8,26.1,13.2,31.11,44.01,8.01,59.6,56.1,0.6437,13.6915,mothbeans
10.6,24.2,20.3,33.13,32.12,7.67,62.1,55.1,0.438,10.6414,mothbeans
19.0,24.9,17.7,31.39,44.56,7.09,76.7,61.6,0.7631,13.9874,mothbeans
13.5,20.1,16.2,33.73,36.33,8.0,37.5,49.8,0.6716,12.2541,mothbeans
17.4,17.5,22.1,39.05,31.03,8.0,55.2,57.0,0.9943,12.1172,mothbeans
20.6,28.6,18.7,29.97,45.73,7.53,80.0,67.9,0.7203,13.7053,mothbeans
10.2,28.5,18.2,25.14,54.92,6.95,74.6,56.9,0.3579,13.8069,mothbeans
12.7,32.9,21.1,35.3,47.25,7.19,65.5,66.7,0.386,16.6792,mothbeans
14.7,21.0,16.5,38.73,49.23,7.54,37.4,52.2,0.7,19.0668,mothbeans
21.2,28.5,24.3,33.57,34.79,7.31,59.3,74.0,0.7439,11.679,mothbeans
12.4,23.6,14.8,27.65,24.02,7.87,51.2,50.8,0.5254,6.6415,mothbeans
12.6,31.0,20.6,31.5,54.9,6.64,65.0,64.2,0.4065,17.2935,mothbeans
16.9,30.1,23.7,27.53,60.55,6.65,47.9,70.7,0.5615,16.6694,mothbeans
12.7,26.1,12.5,34.57,55.43,7.49,44.6,51.3,0.4866,19.1622,mothbeans
15.6,23.3,16.6,26.59,36.64,7.15,29.0,55.5,0.6695,9.7426,mothbeans
8.8,29.8,22.6,30.8,28.45,7.09,78.3,61.2,0.2953,8.7626,mothbeans
23.9,28.2,22.6,27.98,29.34,6.52,54.0,74.7,0.8475,8.2093,mothbeans
9.6,21.6,17.3,32.51,23.16,7.41,62.4,48.5,0.4444,7.5293,mothbeans
13.7,18.4,15.1,30.53,38.93,7.37,60.0,47.2,0.7446,11.8853,mothbeans
14.9,23.6,21.8,32.71,56.06,7.73,44.0,60.3,0.6314,18.3372,mothbeans
22.7,32.6,22.7,32.09,38.58,7.43,41.1,78.0,0.6963,12.3803,mothbeans
9.7,30.7,13.3,28.05,43.02,7.33,44.9,53.7,0.316,12.0671,mothbeans
22.9,19.4,13.2,34.51,53.76,7.99,49.2,55.5,1.1804,18.5526,mothbeans
18.0,19.2,18.9,31.8,35.96,6.74,65.5,56.1,0.9375,11.4353,mothbeans
16.7,31.4,20.5,28.05,60.36,7.67,48.1,68.6,0.5318,16.931,mothbeans
11.1,19.3,16.8,40.96,59.92,6.56,86.2,47.2,0.5751,24.5432,mothbeans
17.3,27.5,20.7,33.91,38.69,6.98,75.4,65.5,0.6291,13.1198,mothbeans
12.1,21.9,15.2,31.39,34.22,6.79,72.1,49.2,0.5525,10.7417,mothbeans
20.1,33.1,9.5,37.66,46.97,7.79,58.2,62.7,0.6073,17.6889,mothbeans
11.1,21.1,16.3,39.37,36.52,7.37,82.7,48.5,0.5261,14.3779,mothbeans
14.5,30.7,18.3,31.42,28.43,7.39,56.7,63.5,0.4723,8.9327,mothbeans
12.8,25.9,16.9,33.39,52.81,6.85,59.5,55.6,0.4942,17.6333,mothbeans
11.0,26.3,13.4,28.05,52.16,7.25,62.5,50.7,0.4183,14.6309,mothbeans
18.0,15.1,10.7,31.41,41.56,7.02,70.5,43.8,1.1921,13.054,mothbeans
17.1,14.0,15.9,31.2,27.37,7.59,69.6,47.0,1.2214,8.5394,mothbeans
19.8,23.9,21.6,32.74,27.7,6.9,52.9,65.3,0.8285,9.069,mothbeans
7.9,26.2,23.0,33.33,41.07,8.06,52.0,57.1,0.3015,13.6886,mothbeans
19.3,19.4,22.8,34.24,35.0,6.56,69.6,61.5,0.9948,11.984,mothbeans
25.0,19.6,14.7,32.95,36.59,7.0,70.7,59.3,1.2755,12.0564,mothbeans
13.2,27.8,13.4,27.16,50.22,8.24,54.1,54.4,0.4748,13.6398,mothbeans
22.6,27.8,20.0,28.25,47.33,7.18,36.2,70.4,0.8129,13.3707,mothbeans
13.9,24.3,20.5,29.81,53.78,6.74,56.9,58.7,0.572,16.0318,mothbeans
9.5,28.9,19.6,30.87,30.09,7.51,69.4,58.0,0.3287,9.2888,mothbeans
13.8,19.1,9.9,36.2,36.57,7.16,87.1,42.8,0.7225,13.2383,mothbeans
19.2,23.2,14.5,27.35,47.59,6.98,42.0,56.9,0.8276,13.0159,mothbeans
11.6,33.2,17.9,30.57,44.48,6.85,53.6,62.7,0.3494,13.5975,mothbeans
12.6,25.3,19.9,35.81,55.32,8.78,54.2,57.8,0.498,19.8101,mothbeans
17.4,25.6,21.1,30.8,44.21,7.27,80.3,64.1,0.6797,13.6167,mothbeans
15.0,36.5,18.6,33.84,58.48,6.44,59.5,70.1,0.411,19.7896,mothbeans
17.3,18.0,19.3,31.44,45.4,8.15,46.4,54.6,0.9611,14.2738,mothbeans
16.0,29.0,18.3,33.03,50.62,7.71,68.4,63.3,0.5517,16.7198,mothbeans
16.9,33.3,20.7,31.09,36.76,7.02,53.9,70.9,0.5075,11.4287,mothbeans
13.3,23.4,19.3,34.67,40.14,6.93,41.6,56.0,0.5684,13.9165,mothbeans
15.9,29.3,18.3,25.82,49.11,7.74,46.6,63.5,0.5427,12.6802,mothbeans
11.3,20.1,16.9,30.55,56.13,7.28,86.0,48.3,0.5622,17.1477,mothbeans
20.2,21.6,18.3,33.19,47.29,6.44,65.8,60.1,0.9352,15.6956,mothbeans
12.5,26.9,19.9,34.13,39.17,8.29,61.6,59.3,0.4647,13.3687,mothbeans
19.5,29.0,19.1,37.97,53.77,7.18,56.3,67.6,0.6724,20.4165,mothbeans
14.1,30.6,19.5,30.44,18.08,8.15,64.4,64.2,0.4608,5.5036,mothbeans
15.8,32.8,23.4,37.92,25.78,8.04,64.2,72.0,0.4817,9.7758,mothbeans
13.0,24.7,19.1,29.36,46.82,6.9,64.4,56.8,0.5263,13.7464,mothbeans
10.9,31.0,15.4,37.31,40.14,7.92,61.7,57.3,0.3516,14.9762,mothbeans
8.0,23.3,21.5,35.27,46.06,7.07,73.0,52.8,0.3433,16.2454,mothbeans
10.8,29.5,12.5,28.35,40.64,6.47,60.3,52.8,0.3661,11.5214,mothbeans
13.7,26.0,13.7,33.23,45.71,7.19,45.3,53.4,0.5269,15.1894,mothbeans
15.8,27.2,19.3,31.8,31.86,7.6,50.8,62.3,0.5809,10.1315,mothbeans
19.0,27.1,20.1,34.5,45.7,7.17,30.3,66.2,0.7011,15.7665,mothbeans
13.2,17.0,13.0,31.11,49.94,7.25,90.4,43.2,0.7765,15.5363,mothbeans
11.5,19.4,16.5,30.77,52.21,7.97,72.9,47.4,0.5928,16.065,mothbeans
9.2,25.5,15.6,37.48,60.14,7.45,47.5,50.3,0.3608,22.5405,mothbeans
16.9,16.6,16.1,31.61,42.44,6.98,55.8,49.6,1.0181,13.4153,mothbeans
20.5,29.2,21.8,35.31,42.74,7.75,50.4,71.5,0.7021,15.0915,mothbeans
20.1,29.4,20.8,31.1,24.77,7.5,83.1,70.3,0.6837,7.7035,mothbeans
17.8,26.6,17.9,38.67,34.69,6.14,38.7,62.3,0.6692,13.4146,mothbeans
17.6,19.4,15.8,29.29,38.07,7.61,61.7,52.8,0.9072,11.1507,mothbeans
21.8,31.9,12.6,29.54,50.5,7.6,58.4,66.3,0.6834,14.9177,mothbeans
16.3,35.2,23.7,38.1,33.89,7.41,72.4,75.2,0.4631,12.9121,mothbeans
17.6,25.7,20.4,30.22,47.96,7.85,58.4,63.7,0.6848,14.4935,mothbeans
13.7,27.6,15.2,38.4,39.98,7.06,33.6,56.5,0.4964,15.3523,mothbeans
9.6,26.0,20.9,35.57,38.23,7.57,56.2,56.5,0.3692,13.5984,mothbeans
12.3,27.7,17.7,31.38,42.49,6.62,45.4,57.7,0.444,13.3334,mothbeans
15.0,24.4,16.9,24.75,36.09,7.6,61.2,56.3,0.6148,8.9323,mothbeans
15.2,24.8,19.7,31.92,35.71,8.38,81.5,59.7,0.6129,11.3986,mothbeans
22.7,29.5,15.0,32.41,22.95,6.9,33.9,67.2,0.7695,7.4381,mothbeans
15.3,36.7,16.6,36.67,37.52,7.02,48.0,68.6,0.4169,13.7586,mothbeans
19.7,18.0,18.5,38.35,35.2,7.04,51.7,56.2,1.0944,13.4992,mothbeans
13.3,24.5,16.0,29.26,34.84,7.46,54.3,53.8,0.5429,10.1942,mothbeans
13.8,19.1,20.7,35.2,44.17,6.87,71.1,53.6,0.7225,15.5478,mothbeans
19.1,22.4,17.6,32.27,45.82,6.92,92.8,59.1,0.8527,14.7861,mungbean
22.1,50.1,20.7,30.29,65.09,6.89,59.5,92.9,0.4411,19.7158,mungbean
16.9,41.5,14.6,25.09,54.63,7.0,87.3,73.0,0.4072,13.7067,mungbean
21.1,37.0,21.7,28.85,51.23,6.82,72.8,79.8,0.5703,14.7799,mungbean
23.9,46.9,17.7,32.4,51.16,6.8,103.9,88.5,0.5096,16.5758,mungbean
16.3,52.2,25.2,24.6,63.47,7.28,141.5,93.7,0.3123,15.6136,mungbean
23.9,17.6,23.9,31.23,58.22,7.41,100.0,65.4,1.358,18.1821,mungbean
20.3,43.5,17.5,37.13,46.54,6.2,50.2,81.3,0.4667,17.2803,mungbean
25.2,28.6,19.4,32.72,63.82,6.8,82.8,73.2,0.8811,20.8819,mungbean
19.0,44.0,17.2,33.95,48.48,6.52,92.4,80.2,0.4318,16.459,mungbean
21.9,41.0,12.9,29.76,61.12,6.68,91.7,75.8,0.5341,18.1893,mungbean
19.8,45.1,15.7,32.39,61.91,6.96,75.4,80.6,0.439,20.0526,mungbean
19.5,36.0,21.0,26.49,67.08,7.07,94.9,76.5,0.5417,17.7695,mungbean
21.3,25.0,21.6,31.79,74.25,6.76,65.1,67.9,0.852,23.6041,mungbean
22.7,36.4,20.7,31.29,49.08,6.03,71.1,79.8,0.6236,15.3571,mungbean
13.8,43.3,18.5,30.01,59.58,6.41,102.9,75.6,0.3187,17.88,mungbean
27.2,48.1,24.7,33.61,57.79,7.16,69.7,100.0,0.5655,19.4232,mungbean
10.7,30.6,20.3,27.11,63.47,5.7,100.8,61.6,0.3497,17.2067,mungbean
16.6,48.2,23.5,28.35,61.73,7.27,62.6,88.3,0.3444,17.5005,mungbean
19.5,34.8,11.1,29.33,57.18,7.01,125.3,65.4,0.5603,16.7709,mungbean
22.1,42.9,5.0,25.4,56.47,7.33,74.5,70.0,0.5152,14.3434,mungbean
27.9,35.9,21.4,29.79,51.07,6.72,85.5,85.2,0.7772,15.2138,mungbean
10.7,41.5,12.9,22.98,67.9,5.98,96.6,65.1,0.2578,15.6034,mungbean
17.5,47.1,18.9,32.66,63.67,6.97,78.7,83.5,0.3715,20.7946,mungbean
9.4,30.2,18.5,29.16,67.34,7.31,92.9,58.1,0.3113,19.6363,mungbean
20.2,34.6,27.9,27.18,57.52,7.17,101.5,82.7,0.5838,15.6339,mungbean
21.4,41.5,22.0,26.08,54.75,6.53,109.2,84.9,0.5157,14.2788,mungbean
28.0,59.2,20.8,28.18,51.37,6.83,105.8,108.0,0.473,14.4761,mungbean
20.6,33.1,24.2,31.41,62.87,6.59,86.6,77.9,0.6224,19.7475,mungbean
25.2,56.3,21.8,30.92,51.68,6.47,87.1,103.3,0.4476,15.9795,mungbean
22.9,56.0,17.7,26.53,74.79,7.18,137.0,96.6,0.4089,19.8418,mungbean
17.8,39.2,25.4,26.04,49.54,6.32,109.0,82.4,0.4541,12.9002,mungbean
13.0,37.6,14.5,31.3,62.19,6.44,71.6,65.1,0.3457,19.4655,mungbean
21.4,34.5,21.6,26.47,72.53,6.36,92.0,77.5,0.6203,19.1987,mungbean
12.5,39.5,12.3,29.21,64.79,6.2,83.3,64.3,0.3165,18.9252,mungbean
26.5,28.7,21.0,29.43,61.41,6.86,87.3,76.2,0.9233,18.073,mungbean
19.2,39.4,21.0,30.09,52.25,7.26,65.4,79.6,0.4873,15.722,mungbean
26.0,52.0,28.4,32.0,48.95,6.73,81.8,106.4,0.5,15.664,mungbean
17.6,35.1,12.2,24.58,66.16,6.2,126.2,64.9,0.5014,16.2621,mungbean
21.3,38.1,17.0,22.31,72.05,7.14,101.6,76.4,0.5591,16.0744,mungbean
21.0,26.4,24.1,27.01,56.49,7.47,40.2,71.5,0.7955,15.2579,mungbean
19.8,43.0,21.7,35.31,50.89,6.54,114.3,84.5,0.4605,17.9693,mungbean
17.8,42.1,20.9,36.08,40.33,6.61,111.8,80.8,0.4228,14.5511,mungbean
22.0,40.5,15.2,35.41,52.15,7.01,82.8,77.7,0.5432,18.4663,mungbean
15.4,38.3,17.0,28.32,59.09,7.45,104.3,70.7,0.4021,16.7343,mungbean
14.0,37.7,26.2,22.76,72.79,6.59,72.8,77.9,0.3714,16.567,mungbean
26.2,44.0,19.7,20.8,65.39,6.27,80.6,89.9,0.5955,13.6011,mungbean
23.6,39.8,21.9,26.85,62.44,7.05,120.0,85.3,0.593,16.7651,mungbean
20.3,42.5,19.4,28.31,56.8,7.12,84.6,82.2,0.4776,16.0801,mungbean
28.3,41.7,14.1,33.55,55.33,6.8,52.6,84.1,0.6787,18.5632,mungbean
18.7,49.0,24.7,32.04,71.25,6.58,88.7,92.4,0.3816,22.8285,mungbean
26.6,45.4,22.5,29.8,61.61,7.2,88.4,94.5,0.5859,18.3598,mungbean
20.9,41.5,31.5,25.89,43.18,7.01,114.0,93.9,0.5036,11.1793,mungbean
14.9,52.1,14.9,25.64,54.61,6.49,90.3,81.9,0.286,14.002,mungbean
29.2,43.4,24.1,29.89,53.13,6.82,81.6,96.7,0.6728,15.8806,mungbean
25.0,50.4,13.4,31.44,55.63,6.26,110.9,88.8,0.496,17.4901,mungbean
19.4,44.9,20.8,30.37,64.5,7.07,92.4,85.1,0.4321,19.5887,mungbean
23.6,25.3,24.9,25.38,59.14,6.7,75.0,73.8,0.9328,15.0097,mungbean
18.0,50.4,9.6,31.28,59.39,6.63,113.1,78.0,0.3571,18.5772,mungbean
24.1,41.1,19.0,30.49,70.51,6.79,93.9,84.2,0.5864,21.4985,mungbean
8.0,39.6,17.2,25.25,54.43,6.82,90.1,64.8,0.202,13.7436,mungbean
14.9,42.3,16.5,26.25,74.91,7.16,93.6,73.7,0.3522,19.6639,mungbean
24.9,37.2,21.9,31.41,54.63,7.04,68.6,84.0,0.6694,17.1593,mungbean
18.8,41.8,25.6,28.18,60.71,6.74,79.4,86.2,0.4498,17.1081,mungbean
21.0,35.3,19.3,34.56,57.75,7.11,90.1,75.6,0.5949,19.9584,mungbean
13.3,50.2,21.0,30.75,60.99,6.96,86.1,84.5,0.2649,18.7544,mungbean
29.2,39.1,20.6,27.3,63.56,6.63,115.4,88.9,0.7468,17.3519,mungbean
26.0,36.9,20.0,28.96,63.47,6.75,94.3,82.9,0.7046,18.3809,mungbean
19.0,32.6,14.6,29.22,53.98,6.74,107.1,66.2,0.5828,15.773,mungbean
18.0,42.2,25.5,26.45,51.02,7.0,90.2,85.7,0.4265,13.4948,mungbean
25.1,41.5,21.5,25.81,80.03,6.65,111.1,88.1,0.6048,20.6557,mungbean
29.9,43.1,22.0,31.45,56.13,6.64,98.0,95.0,0.6937,17.6529,mungbean
24.8,31.8,16.0,31.96,65.59,7.59,90.3,72.6,0.7799,20.9626,mungbean
30.9,27.2,17.7,31.11,47.14,7.18,89.7,75.8,1.136,14.6653,mungbean
15.4,45.0,19.1,34.3,57.76,6.5,70.9,79.5,0.3422,19.8117,mungbean
15.9,51.9,12.3,27.1,58.98,7.03,100.1,80.1,0.3064,15.9836,mungbean
14.1,31.8,11.6,34.86,63.78,6.85,89.2,57.5,0.4434,22.2337,mungbean
22.2,52.7,17.0,25.85,38.22,6.96,80.0,91.9,0.4213,9.8799,mungbean
20.9,42.3,22.6,25.46,61.33,6.85,112.1,85.8,0.4941,15.6146,mungbean
19.2,39.9,16.7,22.84,50.8,7.28,65.0,75.8,0.4812,11.6027,mungbean
24.0,36.8,14.9,27.44,62.59,6.94,81.6,75.7,0.6522,17.1747,mungbean
26.2,28.9,15.9,27.24,51.71,6.78,110.6,71.0,0.9066,14.0858,mungbean
12.4,47.9,17.7,30.84,53.16,7.22,96.3,78.0,0.2589,16.3945,mungbean
17.0,33.8,18.2,29.85,57.81,6.89,89.0,69.0,0.503,17.2563,mungbean
24.1,33.8,30.8,24.82,51.58,6.85,95.0,88.7,0.713,12.8022,mungbean
17.7,47.9,25.3,27.63,56.2,6.93,93.6,90.9,0.3695,15.5281,mungbean
16.0,24.9,25.1,27.7,50.45,6.76,59.7,66.0,0.6426,13.9747,mungbean
25.1,27.8,25.8,22.78,45.33,6.8,83.0,78.7,0.9029,10.3262,mungbean
13.6,39.9,15.0,25.57,68.14,6.57,122.3,68.5,0.3409,17.4234,mungbean
18.5,42.3,13.9,26.3,49.63,6.5,76.8,74.7,0.4374,13.0527,mungbean
21.6,43.9,14.5,34.02,58.57,6.4,83.6,80.0,0.492,19.9255,mungbean
17.1,37.6,26.7,29.67,66.02,6.24,79.2,81.4,0.4548,19.5881,mungbean
23.9,60.2,17.3,31.32,55.08,6.45,88.3,101.4,0.397,17.2511,mungbean
17.2,38.2,13.7,23.75,53.4,6.73,78.3,69.1,0.4503,12.6825,mungbean
27.0,38.2,17.8,33.18,61.81,6.84,99.7,83.0,0.7068,20.5086,mungbean
19.4,33.6,18.8,33.55,68.94,6.69,93.9,71.8,0.5774,23.1294,mungbean
23.4,41.0,21.3,22.01,50.65,5.86,105.5,85.7,0.5707,11.1481,mungbean
23.7,44.9,21.3,26.53,58.8,7.43,69.0,89.9,0.5278,15.5996,mungbean
16.9,49.6,15.9,30.74,46.14,7.23,83.2,82.4,0.3407,14.1834,mungbean
9.7,28.1,23.4,31.26,56.85,6.98,85.5,61.2,0.3452,17.7713,mungbean
21.8,38.0,16.8,26.63,60.27,7.56,99.1,76.6,0.5737,16.0499,mungbean
20.4,43.6,19.2,27.93,53.16,6.41,74.1,83.2,0.4679,14.8476,mungbean
22.8,44.7,23.4,26.91,56.34,7.56,108.3,90.9,0.5101,15.1611,mungbean
18.9,40.1,16.8,29.39,48.73,6.41,113.7,75.8,0.4713,14.3217,mungbean
17.8,44.3,17.2,33.19,60.62,6.9,70.2,79.3,0.4018,20.1198,mungbean
30.0,33.5,23.0,26.3,68.45,6.29,80.2,86.5,0.8955,18.0023,mungbean
12.6,52.5,15.7,32.5,51.22,6.81,79.4,80.8,0.24,16.6465,mungbean
23.7,47.9,18.1,26.26,55.02,6.95,142.6,89.7,0.4948,14.4483,mungbean
17.1,29.2,22.8,26.03,64.02,6.74,81.4,69.1,0.5856,16.6644,mungbean
18.3,31.4,30.3,31.87,69.7,7.09,123.6,80.0,0.5828,22.2134,mungbean
18.4,31.6,23.0,32.23,48.05,6.84,64.7,73.0,0.5823,15.4865,mungbean
16.0,45.4,22.4,31.98,58.65,6.59,70.2,83.8,0.3524,18.7563,mungbean
22.9,29.7,22.7,24.39,62.27,6.57,76.3,75.3,0.771,15.1877,mungbean
27.0,37.4,14.6,27.37,59.18,7.12,73.1,79.0,0.7219,16.1976,mungbean
22.4,43.6,20.6,31.88,40.19,6.54,84.6,86.6,0.5138,12.8126,mungbean
20.5,39.5,19.9,29.15,64.01,7.17,75.8,79.9,0.519,18.6589,mungbean
15.1,42.1,21.6,25.24,72.15,7.29,73.6,78.8,0.3587,18.2107,mungbean
22.6,31.5,20.6,30.6,60.93,6.13,113.2,74.7,0.7175,18.6446,mungbean
30.8,44.8,21.9,26.5,51.75,7.25,114.5,97.5,0.6875,13.7137,mungbean
18.1,35.1,18.4,35.28,55.89,7.62,109.0,71.6,0.5157,19.718,mungbean
18.1,37.4,20.3,34.41,74.16,6.9,100.5,75.8,0.484,25.5185,mungbean
17.2,41.9,13.9,31.11,67.28,7.04,91.9,73.0,0.4105,20.9308,mungbean
17.6,40.8,18.4,33.76,65.12,7.21,80.1,76.8,0.4314,21.9845,mungbean
6.3,40.2,27.0,29.23,62.85,6.69,70.9,73.5,0.1567,18.3711,mungbean
22.0,34.0,21.6,31.68,54.71,6.87,97.3,77.6,0.6471,17.3321,mungbean
15.8,37.6,19.9,34.17,58.4,6.27,66.5,73.3,0.4202,19.9553,mungbean
11.9,40.0,29.5,29.86,59.38,6.86,70.1,81.4,0.2975,17.7309,mungbean
23.8,29.0,13.2,28.11,64.4,7.0,113.1,66.0,0.8207,18.1028,mungbean
14.6,36.3,14.5,23.03,72.07,7.01,128.0,65.4,0.4022,16.5977,mungbean
18.3,43.1,28.6,28.71,68.95,7.23,97.9,90.0,0.4246,19.7955,mungbean
27.3,29.8,20.2,31.88,48.64,6.49,112.1,77.3,0.9161,15.5064,mungbean
13.0,49.3,18.8,32.31,61.79,6.59,85.1,81.1,0.2637,19.9643,mungbean
12.3,50.2,14.0,30.77,65.89,7.56,63.2,76.5,0.245,20.2744,mungbean
21.3,30.0,22.2,27.11,64.95,6.74,102.2,73.5,0.71,17.6079,mungbean
25.7,50.9,22.7,22.08,54.97,6.88,101.4,99.3,0.5049,12.1374,mungbean
12.1,38.9,14.5,27.27,83.31,6.77,91.4,65.5,0.3111,22.7186,mungbean
22.0,43.3,19.3,27.93,49.78,6.47,85.2,84.6,0.5081,13.9036,mungbean
22.9,36.0,18.3,27.9,51.33,7.45,109.2,77.2,0.6361,14.3211,mungbean
9.7,47.4,21.3,31.16,61.87,6.59,70.3,78.4,0.2046,19.2787,mungbean
24.0,43.2,14.4,35.95,76.93,6.35,74.5,81.6,0.5556,27.6563,mungbean
24.4,33.5,26.3,29.43,53.31,6.62,69.8,84.2,0.7284,15.6891,mungbean
18.4,30.7,24.6,28.24,57.87,6.0,91.7,73.7,0.5993,16.3425,mungbean
26.3,28.3,18.2,28.09,68.62,6.54,68.2,72.8,0.9293,19.2754,mungbean
25.7,41.5,18.9,29.44,59.86,6.41,76.3,86.1,0.6193,17.6228,mungbean
20.5,44.6,19.3,26.1,57.32,7.05,75.9,84.4,0.4596,14.9605,mungbean
17.7,45.2,16.1,29.42,64.53,6.53,84.8,79.0,0.3916,18.9847,mungbean
15.1,39.1,17.8,30.58,62.18,7.16,60.3,72.0,0.3862,19.0146,mungbean
19.8,30.7,18.6,29.73,68.24,7.36,91.7,69.1,0.645,20.2878,mungbean
22.8,34.5,28.1,30.6,70.33,7.11,114.9,85.4,0.6609,21.521,mungbean
18.4,49.2,24.7,30.52,62.46,6.71,92.7,92.3,0.374,19.0628,mungbean
29.7,40.2,19.2,25.92,67.97,7.21,101.5,89.1,0.7388,17.6178,blackgram
28.7,43.9,24.6,31.08,57.07,6.66,89.2,97.2,0.6538,17.7374,blackgram
25.9,38.9,23.5,30.53,57.27,6.36,90.9,88.3,0.6658,17.4845,blackgram
22.4,28.7,22.2,28.95,66.89,6.97,81.2,73.3,0.7805,19.3647,blackgram
22.1,35.2,26.7,25.99,70.43,6.58,113.4,84.0,0.6278,18.3048,blackgram
25.8,53.6,18.7,27.55,50.0,6.95,117.6,98.1,0.4813,13.775,blackgram
20.0,53.5,19.1,21.54,69.18,5.61,88.0,92.6,0.3738,14.9014,blackgram
12.6,34.9,21.9,28.67,60.65,6.7,138.5,69.4,0.361,17.3884,blackgram
24.5,47.4,18.8,29.05,63.46,6.52,98.1,90.7,0.5169,18.4351,blackgram
16.3,32.6,24.5,28.4,54.28,6.27,138.7,73.4,0.5,15.4155,blackgram
17.2,53.2,18.4,19.08,58.19,6.48,90.9,88.8,0.3233,11.1027,blackgram
22.0,44.0,23.1,24.2,72.73,6.47,60.4,89.1,0.5,17.6007,blackgram
21.5,49.6,21.5,25.76,65.26,6.68,113.8,92.6,0.4335,16.811,blackgram
14.9,28.3,23.1,28.87,61.94,6.15,110.5,66.3,0.5265,17.8821,blackgram
22.8,47.4,19.7,28.87,64.07,6.83,105.8,89.9,0.481,18.497,blackgram
26.8,41.9,20.3,27.49,68.91,7.25,90.9,89.0,0.6396,18.9434,blackgram
16.4,48.8,22.5,29.91,68.52,6.81,104.2,87.7,0.3361,20.4943,blackgram
28.4,49.3,23.0,24.92,64.4,7.02,93.8,100.7,0.5761,16.0485,blackgram
14.2,42.5,22.0,29.83,73.74,7.14,98.3,78.7,0.3341,21.9966,blackgram
32.6,37.2,30.5,29.42,72.76,7.19,123.5,100.3,0.8763,21.406,blackgram
19.9,48.2,17.0,29.13,68.31,7.45,109.1,85.1,0.4129,19.8987,blackgram
22.7,41.5,21.7,27.45,65.44,6.5,118.4,85.9,0.547,17.9633,blackgram
12.5,35.0,14.1,33.49,70.26,6.41,99.9,61.6,0.3571,23.5301,blackgram
21.7,34.6,23.9,29.48,67.51,7.01,97.5,80.2,0.6272,19.9019,blackgram
23.1,30.2,16.4,25.09,73.49,6.98,79.6,69.7,0.7649,18.4386,blackgram
21.6,37.9,20.6,28.74,72.2,7.01,96.9,80.1,0.5699,20.7503,blackgram
19.2,50.8,20.1,30.26,56.85,7.46,31.9,90.1,0.378,17.2028,blackgram
17.3,43.4,23.4,26.24,56.31,6.7,92.0,84.1,0.3986,14.7757,blackgram
